カテゴリー,分類群,和名,学名
準絶滅危惧（NT）,維管束植物,ヤエガワカンバ,Betula davurica var. davurica
準絶滅危惧（NT）,維管束植物,マルヤマシュウカイドウ,Begonia formosana
準絶滅危惧（NT）,維管束植物,ヒメマサキ,Euonymus boninensis
準絶滅危惧（NT）,維管束植物,ハリツルマサキ,Gymnosporia diversifolia
準絶滅危惧（NT）,維管束植物,コバノクロヅル,Tripterygium doianum
準絶滅危惧（NT）,維管束植物,ノウルシ,Euphorbia adenochlora
準絶滅危惧（NT）,維管束植物,マルミノウルシ,Euphorbia ebracteolata
準絶滅危惧（NT）,維管束植物,センダイタイゲキ,Euphorbia sendaica
準絶滅危惧（NT）,維管束植物,コウシュンカズラ,Tristellateia australasiae
準絶滅危惧（NT）,維管束植物,ミヤマヤチヤナギ,Salix fuscescens
準絶滅危惧（NT）,維管束植物,ユビソヤナギ,Salix hukaoana
準絶滅危惧（NT）,維管束植物,タライカヤナギ,Salix taraikensis
準絶滅危惧（NT）,維管束植物,アワガタケスミレ,Viola awagatakensis
準絶滅危惧（NT）,維管束植物,タカネスミレ,Viola crassa subsp. crassa
準絶滅危惧（NT）,維管束植物,チシマウスバスミレ,Viola hultenii
準絶滅危惧（NT）,維管束植物,オオバタチツボスミレ,Viola langsdorfii subsp. sachalinensis
準絶滅危惧（NT）,維管束植物,ハコネオトギリ,Hypericum hakonense
準絶滅危惧（NT）,維管束植物,イヨフウロ,Geranium shikokianum var. shikokianum
準絶滅危惧（NT）,維管束植物,アサマフウロ,Geranium soboliferum var. hakusanense
準絶滅危惧（NT）,維管束植物,ヤクシマサルスベリ,Lagerstroemia subcostata var. fauriei
準絶滅危惧（NT）,維管束植物,シマサルスベリ,Lagerstroemia subcostata var. subcostata
準絶滅危惧（NT）,維管束植物,ミズマツバ,Rotala mexicana
準絶滅危惧（NT）,維管束植物,ミズキカシグサ,Rotala rosea
準絶滅危惧（NT）,維管束植物,マヤプシギ,Sonneratia alba
準絶滅危惧（NT）,維管束植物,ウスゲチョウジタデ,Ludwigia epilobioides subsp. greatrexii
準絶滅危惧（NT）,維管束植物,ミヤマハシカンボク,Blastus cochinchinensis
準絶滅危惧（NT）,維管束植物,ヒメノボタン,Osbeckia chinensis
準絶滅危惧（NT）,維管束植物,タチバナ,Citrus tachibana
準絶滅危惧（NT）,維管束植物,シマイヌザンショウ,Zanthoxylum schinifolium var. okinawense
準絶滅危惧（NT）,維管束植物,ムニンアオガンピ,Wikstroemia pseudoretusa
準絶滅危惧（NT）,維管束植物,コカイタネツケバナ,Cardamine kokaiensis
準絶滅危惧（NT）,維管束植物,コイヌガラシ,Rorippa cantoniensis
準絶滅危惧（NT）,維管束植物,ヤクシマツチトリモチ,Balanophora yakushimensis
準絶滅危惧（NT）,維管束植物,ニンドウバノヤドリギ,Taxillus nigrans
準絶滅危惧（NT）,維管束植物,ハマサジ,Limonium tetragonum
準絶滅危惧（NT）,維管束植物,サイコクヌカボ,Persicaria foliosa var. nikaii
準絶滅危惧（NT）,維管束植物,ヤナギヌカボ,Persicaria foliosa var. paludicola
準絶滅危惧（NT）,維管束植物,ナガバノウナギツカミ,Persicaria hastatosagittata
準絶滅危惧（NT）,維管束植物,ホソバイヌタデ,Persicaria trigonocarpa
準絶滅危惧（NT）,維管束植物,コギシギシ,Rumex dentatus subsp. klotzschianus
準絶滅危惧（NT）,維管束植物,イシモチソウ,Drosera peltata var. nipponica
準絶滅危惧（NT）,維管束植物,ゲンカイミミナグサ,Cerastium fischerianum var. molle
準絶滅危惧（NT）,維管束植物,オオビランジ,Silene keiskei var. keiskei
準絶滅危惧（NT）,維管束植物,エゾゴゼンタチバナ,Cornus suecica
準絶滅危惧（NT）,維管束植物,リュウキュウコンテリギ,Hydrangea liukiuensis
準絶滅危惧（NT）,維管束植物,ヤクシマガクウツギ,Hydrangea luteovenosa var. yakusimensis
準絶滅危惧（NT）,維管束植物,ヤエヤマコクタン,Diospyros egbertwalkeri
準絶滅危惧（NT）,維管束植物,シマギンレイカ,Lysimachia decurrens
準絶滅危惧（NT）,維管束植物,ツルマンリョウ,Myrsine stolonifera
準絶滅危惧（NT）,維管束植物,サクラソウ,Primula sieboldii
準絶滅危惧（NT）,維管束植物,シナノコザクラ,Primula tosaensis var. brachycarpa
準絶滅危惧（NT）,維管束植物,イワザクラ,Primula tosaensis var. tosaensis
準絶滅危惧（NT）,維管束植物,ハイハマボッス,Samolus parviflorus
準絶滅危惧（NT）,維管束植物,シマイワウチワ,Shortia rotundifolia
準絶滅危惧（NT）,維管束植物,オオウメガサソウ,Chimaphila umbellata
準絶滅危惧（NT）,維管束植物,ゲンカイツツジ,Rhododendron mucronulatum var. ciliatum
準絶滅危惧（NT）,維管束植物,ツクシアケボノツツジ,Rhododendron pentaphyllum var. pentaphyllum
準絶滅危惧（NT）,維管束植物,ニコゲルリミノキ,Lasianthus hispidulus
準絶滅危惧（NT）,維管束植物,シチョウゲ,Leptodermis pulchella
準絶滅危惧（NT）,維管束植物,シマソナレムグラ,Leptopetalum biflorum
準絶滅危惧（NT）,維管束植物,シマザクラ,Leptopetalum grayi
準絶滅危惧（NT）,維管束植物,ヨコヤマリンドウ,Gentiana glauca
準絶滅危惧（NT）,維管束植物,チシマリンドウ,Gentianella auriculata
準絶滅危惧（NT）,維管束植物,シロウマリンドウ,Gentianopsis yabei var. yabei
準絶滅危惧（NT）,維管束植物,ムラサキセンブリ,Swertia pseudochinensis
準絶滅危惧（NT）,維管束植物,イヌセンブリ,Swertia tosaensis
準絶滅危惧（NT）,維管束植物,テングノコヅチ,Tripterospermum japonicum var. involubile
準絶滅危惧（NT）,維管束植物,チョウジソウ,Amsonia elliptica
準絶滅危惧（NT）,維管束植物,クサタチバナ,Vincetoxicum acuminatum
準絶滅危惧（NT）,維管束植物,フナバラソウ,Vincetoxicum atratum
準絶滅危惧（NT）,維管束植物,スズサイコ,Vincetoxicum pycnostelma
準絶滅危惧（NT）,維管束植物,ケナシツルモウリンカ,Vincetoxicum tanakae var. glabrescens
準絶滅危惧（NT）,維管束植物,ヤマトレンギョウ,Forsythia japonica
準絶滅危惧（NT）,維管束植物,オキナワソケイ,Jasminum superfluum
準絶滅危惧（NT）,維管束植物,ウスギモクセイ,Osmanthus fragrans var. aurantiacus f. thunbergii
準絶滅危惧（NT）,維管束植物,マルバノサワトウガラシ,Deinostema adenocaulum
準絶滅危惧（NT）,維管束植物,キクガラクサ,Ellisiophyllum pinnatum var. reptans
準絶滅危惧（NT）,維管束植物,ウルップソウ,Lagotis glauca
準絶滅危惧（NT）,維管束植物,ハマクワガタ,Veronica javanica
準絶滅危惧（NT）,維管束植物,イヌノフグリ,Veronica polita subsp. lilacina
準絶滅危惧（NT）,維管束植物,カワヂシャ,Veronica undulata
準絶滅危惧（NT）,維管束植物,ゴマノハグサ,Scrophularia buergeriana
準絶滅危惧（NT）,維管束植物,ハマヒナノウスツボ,Scrophularia grayanoides
準絶滅危惧（NT）,維管束植物,タチキランソウ,Ajuga makinoi
準絶滅危惧（NT）,維管束植物,タニジャコウソウ,Chelonopsis longipes
準絶滅危惧（NT）,維管束植物,コケトウバナ,Clinopodium multicaule var. yakusimense
準絶滅危惧（NT）,維管束植物,キタダケオドリコソウ,Lamium album var. kitadakense
準絶滅危惧（NT）,維管束植物,マネキグサ,Loxocalyx ambiguus
準絶滅危惧（NT）,維管束植物,ヒメハッカ,Mentha japonica
準絶滅危惧（NT）,維管束植物,オオヤマジソ,Mosla japonica var. hadae
準絶滅危惧（NT）,維管束植物,ヤマジソ,Mosla japonica var. japonica
準絶滅危惧（NT）,維管束植物,ミズネコノオ,Pogostemon stellatus
準絶滅危惧（NT）,維管束植物,ミゾコウジュ,Salvia plebeia
準絶滅危惧（NT）,維管束植物,アツバタツナミソウ,Scutellaria tsusimensis
準絶滅危惧（NT）,維管束植物,テイネニガクサ,Teucrium teinense
準絶滅危惧（NT）,維管束植物,ゴマクサ,Centranthera cochinchinensis subsp. lutea
準絶滅危惧（NT）,維管束植物,スズメハコベ,Microcarpaea minima
準絶滅危惧（NT）,維管束植物,オオヒキヨモギ,Siphonostegia laeta
準絶滅危惧（NT）,維管束植物,イヌタヌキモ,Utricularia australis
準絶滅危惧（NT）,維管束植物,オオタヌキモ,Utricularia macrorhiza
準絶滅危惧（NT）,維管束植物,ヒメタヌキモ,Utricularia minor
準絶滅危惧（NT）,維管束植物,ムラサキミミカキグサ,Utricularia uliginosa
準絶滅危惧（NT）,維管束植物,タヌキモ,Utricularia ｘ japonica
準絶滅危惧（NT）,維管束植物,タイワンサギゴケ,Staurogyne concinnula
準絶滅危惧（NT）,維管束植物,リュウキュウハナイカダ,Helwingia japonica subsp. liukiuensis
準絶滅危惧（NT）,維管束植物,ムニンイヌツゲ,Ilex matanoana
準絶滅危惧（NT）,維管束植物,シマモチ,Ilex mertensii var. mertensii
準絶滅危惧（NT）,維管束植物,キキョウ,Platycodon grandiflorus
準絶滅危惧（NT）,維管束植物,ガガブタ,Nymphoides indica
準絶滅危惧（NT）,維管束植物,アサザ,Nymphoides peltata
準絶滅危惧（NT）,維管束植物,アソノコギリソウ,Achillea alpina subsp. subcartilaginea
準絶滅危惧（NT）,維管束植物,フクド,Artemisia fukudo
準絶滅危惧（NT）,維管束植物,ヒロハヤマヨモギ,Artemisia stolonifera
準絶滅危惧（NT）,維管束植物,タテヤマギク,Aster dimorphophyllus
準絶滅危惧（NT）,維管束植物,ブゼンノギク,Aster hispidus var. koidzumianus
準絶滅危惧（NT）,維管束植物,オオシマノジギク,Chrysanthemum crassum
準絶滅危惧（NT）,維管束植物,トカラノギク,Chrysanthemum ornatum var. tokarense
準絶滅危惧（NT）,維管束植物,キクタニギク,Chrysanthemum seticuspe f. boreale
準絶滅危惧（NT）,維管束植物,ワカサハマギク,Chrysanthemum wakasaense
準絶滅危惧（NT）,維管束植物,ナカガワノギク,Chrysanthemum yoshinaganthum
準絶滅危惧（NT）,維管束植物,サツママアザミ,Cirsium austrokiushianum
準絶滅危惧（NT）,維管束植物,オガサワラアザミ,Cirsium boninense
準絶滅危惧（NT）,維管束植物,チョウカイアザミ,Cirsium chokaiense
準絶滅危惧（NT）,維管束植物,ミヤマコアザミ,Cirsium japonicum var. ibukiense
準絶滅危惧（NT）,維管束植物,テリハアザミ,Cirsium lucens
準絶滅危惧（NT）,維管束植物,ヤクシマアザミ,Cirsium yakusimense
準絶滅危惧（NT）,維管束植物,モクビャクコウ,Crossostephium chinense
準絶滅危惧（NT）,維管束植物,イズハハコ,Eschenbachia japonica
準絶滅危惧（NT）,維管束植物,フジバカマ,Eupatorium japonicum
準絶滅危惧（NT）,維管束植物,リュウキュウツワブキ,Farfugium japonicum var. luchuense
準絶滅危惧（NT）,維管束植物,マンシュウスイラン,Hololeion maximowiczii
準絶滅危惧（NT）,維管束植物,ドロニガナ,Ixeridium dentatum subsp. kitayamense
準絶滅危惧（NT）,維管束植物,コスギニガナ,Ixeridium yakuinsulare
準絶滅危惧（NT）,維管束植物,カワラニガナ,Ixeris tamagawaensis
準絶滅危惧（NT）,維管束植物,モミジコウモリ,Japonicalia kiusiana
準絶滅危惧（NT）,維管束植物,ヒメウスユキソウ,Leontopodium shinanense
準絶滅危惧（NT）,維管束植物,コモチミミコウモリ,Parasenecio auriculata var. bulbifera
準絶滅危惧（NT）,維管束植物,ヤクシマコウモリ,Parasenecio yakusimensis
準絶滅危惧（NT）,維管束植物,タイキンギク,Senecio scandens
準絶滅危惧（NT）,維管束植物,ヤマザトタンポポ,Taraxacum arakii
準絶滅危惧（NT）,維管束植物,タカネコウリンカ,Tephroseris takedana
準絶滅危惧（NT）,維管束植物,ウラギク,Tripolium pannonicum
準絶滅危惧（NT）,維管束植物,チョウジガマズミ,Viburnum carlesii var. bitchiuense
準絶滅危惧（NT）,維管束植物,コヤスノキ,Pittosporum illicioides
準絶滅危惧（NT）,維管束植物,エキサイゼリ,Apodicarpum ikenoi
準絶滅危惧（NT）,維管束植物,ヌマゼリ,Sium suave var. nipponicum
情報不足（DD）,維管束植物,マツバコケシダ,Crepidomanes latemarginale
情報不足（DD）,維管束植物,オトメイタチシダ,Dryopteris melanocarpa var. elegans
情報不足（DD）,維管束植物,コマチイワヒトデ,Leptochilus elegans
情報不足（DD）,維管束植物,イズモサイシン,Asarum maruyamae
情報不足（DD）,維管束植物,ヒゴコバイモ,Fritillaria kiusiana
情報不足（DD）,維管束植物,オクシリエビネ,Calanthe puberula var. okushirensis
情報不足（DD）,維管束植物,カラフトアツモリソウ,Cypripedium calceolus
情報不足（DD）,維管束植物,マルバオウセイ,Polygonatum falcatum var. trichosanthum
情報不足（DD）,維管束植物,シマクマタケラン,Alpinia boninsimensis
情報不足（DD）,維管束植物,オクトネホシクサ,Paepalanthus kanaii
情報不足（DD）,維管束植物,オキナワイ,Juncus decipiens f. filiformis
情報不足（DD）,維管束植物,チシマスズメノヒエ,Luzula kjellmanniana
情報不足（DD）,維管束植物,オオミネヒナノガリヤス,Calamagrostis nana subsp. ohminensis
情報不足（DD）,維管束植物,オニコメススキ,Deschampsia cespitosa var. macrothyrsa
情報不足（DD）,維管束植物,コツブチゴザサ,Isachne globosa var. brevispicula
情報不足（DD）,維管束植物,アイヌムギ,Leymus komarovii
情報不足（DD）,維管束植物,タニイチゴツナギ,Poa yatsugatakensis
情報不足（DD）,維管束植物,タイワンヤマモガシ,Helicia formosana
情報不足（DD）,維管束植物,アポイミセバヤ,Hylotelephium cauticola f. montana
情報不足（DD）,維管束植物,タネガシマアリノトウグサ,Haloragis walkeri
情報不足（DD）,維管束植物,シバネム,Smithia ciliata
情報不足（DD）,維管束植物,エゾサンザシ,Crataegus jozana
情報不足（DD）,維管束植物,オオバサンザシ,Crataegus maximowiczii
情報不足（DD）,維管束植物,オトギリマオ,Gonostegia pentandra var. hypericifolia
情報不足（DD）,維管束植物,ツシマカンコノキ,Glochidion puberum
情報不足（DD）,維管束植物,シオカゼオトギリ,Hypericum iwatelittorale
情報不足（DD）,維管束植物,キタミオトギリ,Hypericum kitamense
情報不足（DD）,維管束植物,フウセンアカメガシワ,Kleinhovia hospita
情報不足（DD）,維管束植物,エチゴボダイジュ,Tilia mandshurica var. toriiana
情報不足（DD）,維管束植物,ヒメタデ,Persicaria erectominor
情報不足（DD）,維管束植物,エゾセンノウ,Silene fulgens
情報不足（DD）,維管束植物,エゾヤママンテマ,Silene harae
情報不足（DD）,維管束植物,ハリザクロ,Catunaregam spinosa
情報不足（DD）,維管束植物,ホウライアオカズラ,Gymnema sylvestre
情報不足（DD）,維管束植物,タイワンキジョラン,Marsdenia formosana
情報不足（DD）,維管束植物,サツマビャクゼン,Vincetoxicum doianum
情報不足（DD）,維管束植物,ハイルリソウ,Nihon proliferum
情報不足（DD）,維管束植物,ヒメクチバシグサ,Bonnaya tenuifolia
情報不足（DD）,維管束植物,トウシャジン,Adenophora stricta var. stricta
情報不足（DD）,維管束植物,オオナガバハグマ,Ainsliaea oblonga var. latifolia
情報不足（DD）,維管束植物,マシュウヨモギ,Artemisia tsuneoi
情報不足（DD）,維管束植物,ウサギソウ,Ixeris chinensis subsp. chinensis
情報不足（DD）,維管束植物,タンバヤブレガサ,Syneilesis aconitifolia var. longilepis
情報不足（DD）,維管束植物,ホソバノダケ,Angelica decursiva var. angustiloba
